customerID,Network_Type,ARPU,Customer_Segment,Churn_Probability,Recommended_Action
2250-IVBWA,4G,81.05,Medium Value,0.08279255083852799,Nurture / No Action
6734-FQAJX,4G,105.05,High Value,0.08267788316668638,Nurture / No Action
2408-PSJVE,3G,61.9,Medium Value,0.08258503720452894,Nurture / No Action
0197-PNKNK,4G,84.45,High Value,0.08244973474708767,Nurture / No Action
0396-HUJBP,Voice Only,19.3,Low Value,0.08236288401470737,Nurture / No Action
9489-UTFKA,3G,60.9,Medium Value,0.08232201464487826,Nurture / No Action
6718-BDGHG,3G,64.85,Medium Value,0.08230428037231947,Nurture / No Action
6416-JNVRK,3G,55.65,Low Value,0.08217478649851584,Nurture / No Action
1303-SRDOK,4G,69.05,Medium Value,0.08201441066174761,Nurture / No Action
9432-RUVSL,4G,102.5,High Value,0.08187766655784516,Nurture / No Action
1090-PYKCI,4G,105.1,High Value,0.08186575454609457,Nurture / No Action
5681-LLOEI,4G,91.25,High Value,0.08186563598519456,Nurture / No Action
9782-LGXMC,3G,61.75,Medium Value,0.08170915264577991,Nurture / No Action
6723-CEGQI,3G,45.25,Low Value,0.08170749196076384,Nurture / No Action
0856-NAOES,3G,60.9,Medium Value,0.08169772341522069,Nurture / No Action
3606-SBKRY,3G,50.05,Low Value,0.08168232028486677,Nurture / No Action
3156-QLHBO,Voice Only,19.25,Low Value,0.08166843957026293,Nurture / No Action
6765-MBQNU,Voice Only,26.0,Low Value,0.08164223553148986,Nurture / No Action
7343-EOBEU,Voice Only,23.6,Low Value,0.08133310095742007,Nurture / No Action
2450-ZKEED,3G,53.8,Low Value,0.08128538178588827,Nurture / No Action
5619-PTMIK,3G,53.1,Low Value,0.08122259824104215,Nurture / No Action
1304-SEGFY,4G,97.85,High Value,0.08110297857653637,Nurture / No Action
8152-VETUR,4G,97.7,High Value,0.08110297857653637,Nurture / No Action
9101-NTIXF,Voice Only,19.4,Low Value,0.08100579502526545,Nurture / No Action
2308-STERM,Voice Only,19.4,Low Value,0.08100579502526545,Nurture / No Action
4385-ZKVNW,3G,54.9,Low Value,0.08097598654516004,Nurture / No Action
3007-FDPEA,Voice Only,20.7,Low Value,0.08095352023142402,Nurture / No Action
0816-TSPHQ,Voice Only,20.75,Low Value,0.08095352023142402,Nurture / No Action
2789-CZANW,4G,110.3,High Value,0.08091976695781239,Nurture / No Action
2925-MXLSX,3G,68.95,Medium Value,0.08081240818666487,Nurture / No Action
9000-PLFUZ,3G,49.45,Low Value,0.0807546936024085,Nurture / No Action
5149-CUZUJ,4G,92.9,High Value,0.08046776094703322,Nurture / No Action
4830-FAXFM,Voice Only,24.1,Low Value,0.08041924908092572,Nurture / No Action
5832-TRLPB,3G,75.35,Medium Value,0.08039583073652444,Nurture / No Action
6543-JXSOO,3G,57.75,Medium Value,0.08016113222720217,Nurture / No Action
6981-TDRFT,3G,54.3,Low Value,0.0798795122882028,Nurture / No Action
9209-NWPGU,3G,65.4,Medium Value,0.07977697991963828,Nurture / No Action
0960-HUWBM,4G,104.1,High Value,0.0797751108261189,Nurture / No Action
4837-QUSFT,4G,100.15,High Value,0.07966802367752264,Nurture / No Action
1564-HJUVY,3G,63.75,Medium Value,0.07958685009147379,Nurture / No Action
5514-YQENT,4G,111.15,High Value,0.07954504624943226,Nurture / No Action
5073-RZGBK,3G,80.05,Medium Value,0.0795411850378638,Nurture / No Action
8100-HZZLJ,3G,63.95,Medium Value,0.07949225492905003,Nurture / No Action
9758-MFWGD,3G,29.9,Low Value,0.07924170592945166,Nurture / No Action
0068-FIGTF,3G,78.2,Medium Value,0.0792270480628874,Nurture / No Action
9405-GPBBG,4G,110.5,High Value,0.07918899772704317,Nurture / No Action
1810-BOHSY,4G,96.4,High Value,0.07917078597146315,Nurture / No Action
9933-QRGTX,4G,97.2,High Value,0.07915896517225378,Nurture / No Action
1735-XMJVH,Voice Only,19.35,Low Value,0.07912874432483202,Nurture / No Action
7077-XJMET,3G,74.15,Medium Value,0.07907604981477437,Nurture / No Action
9786-IJYDL,4G,113.2,High Value,0.0789933565655568,Nurture / No Action
2967-MXRAV,Voice Only,18.8,Low Value,0.07887681159420289,Nurture / No Action
6194-HBGQN,3G,81.15,Medium Value,0.07878819652574343,Nurture / No Action
6848-YLDFR,3G,75.2,Medium Value,0.07878406283123664,Nurture / No Action
2908-WGAXL,Voice Only,24.95,Low Value,0.07836501657698824,Nurture / No Action
1370-GGAWX,4G,94.15,High Value,0.07817372305329368,Nurture / No Action
5499-ECUTN,3G,66.05,Medium Value,0.07791701459824121,Nurture / No Action
7402-PWYJJ,4G,91.15,High Value,0.07790899134617263,Nurture / No Action
8690-UPCZI,3G,69.05,Medium Value,0.07779237175679238,Nurture / No Action
6838-YAUVY,4G,95.1,High Value,0.0777130849469191,Nurture / No Action
6252-DFGTK,3G,68.1,Medium Value,0.07765771315035191,Nurture / No Action
9571-EDEBV,4G,98.65,High Value,0.07754864353578644,Nurture / No Action
7872-RDDLZ,3G,54.9,Low Value,0.07751439464729348,Nurture / No Action
9386-LDCZR,4G,90.65,High Value,0.07744876995648645,Nurture / No Action
2640-LYMOV,Voice Only,19.65,Low Value,0.07730780751226245,Nurture / No Action
3845-FXCYS,Voice Only,19.65,Low Value,0.07730780751226245,Nurture / No Action
9798-DRYDS,3G,61.95,Medium Value,0.07724419047170485,Nurture / No Action
1536-YHDOE,3G,62.1,Medium Value,0.07724419047170485,Nurture / No Action
4719-UMSIY,Voice Only,19.65,Low Value,0.0770086699249651,Nurture / No Action
4238-HFHSN,4G,82.15,Medium Value,0.07690614808465536,Nurture / No Action
0621-HJWXJ,4G,81.55,Medium Value,0.07690614808465536,Nurture / No Action
5985-BEHZK,4G,105.0,High Value,0.07680949859518703,Nurture / No Action
7203-OYKCT,4G,104.95,High Value,0.07680949859518703,Nurture / No Action
1492-QGCLU,3G,85.7,High Value,0.07671870737591252,Nurture / No Action
0750-EBAIU,4G,91.25,High Value,0.0766879154004945,Nurture / No Action
2364-UFROM,3G,70.4,Medium Value,0.07661130807667892,Nurture / No Action
2805-EDJPQ,4G,99.75,High Value,0.07644743488447016,Nurture / No Action
4159-NAAIX,4G,97.45,High Value,0.07644067779388646,Nurture / No Action
7105-MXJLL,3G,60.7,Medium Value,0.07636002662803154,Nurture / No Action
3969-JQABI,3G,65.25,Medium Value,0.07633664083563722,Nurture / No Action
4501-UYKBC,3G,69.1,Medium Value,0.07627479158450319,Nurture / No Action
1309-XGFSN,3G,80.85,Medium Value,0.07626269542880763,Nurture / No Action
3347-YJZZE,3G,80.1,Medium Value,0.07607943858631067,Nurture / No Action
0254-KCJGT,3G,81.4,Medium Value,0.0760739108114577,Nurture / No Action
3205-MXZRA,3G,59.45,Medium Value,0.07602692328817245,Nurture / No Action
8845-LWKGE,3G,64.5,Medium Value,0.07591327641033026,Nurture / No Action
6440-DKQGE,3G,64.5,Medium Value,0.07591327641033026,Nurture / No Action
4020-KIUDI,Voice Only,19.85,Low Value,0.07589226822723583,Nurture / No Action
6164-HXUGH,Voice Only,19.85,Low Value,0.07589226822723583,Nurture / No Action
7789-CRUVC,4G,94.2,High Value,0.0757911885160085,Nurture / No Action
7572-KPVKK,4G,104.05,High Value,0.07566784847413689,Nurture / No Action
7502-BNYGS,3G,69.1,Medium Value,0.07559909541107734,Nurture / No Action
4884-TVUQF,4G,101.3,High Value,0.07556009578951978,Nurture / No Action
7673-LPRNY,3G,78.55,Medium Value,0.075478120340834,Nurture / No Action
5887-IKKYO,4G,94.35,High Value,0.07544074048758224,Nurture / No Action
9207-ZPANB,3G,67.45,Medium Value,0.0754293255958774,Nurture / No Action
8166-ORCHU,4G,93.55,High Value,0.07534512308500334,Nurture / No Action
5989-OMNJE,3G,57.6,Medium Value,0.07526106186660106,Nurture / No Action
0178-CIIKR,Voice Only,19.95,Low Value,0.07512128812697486,Nurture / No Action
7521-YXVZY,Voice Only,19.95,Low Value,0.07512128812697486,Nurture / No Action
9411-TPQQV,3G,54.55,Low Value,0.07501546863277327,Nurture / No Action
0665-XHDJU,4G,99.4,High Value,0.07497414525435699,Nurture / No Action
3197-NNYNB,4G,105.1,High Value,0.07487824573572784,Nurture / No Action
9498-FIMXL,Voice Only,19.2,Low Value,0.07470060145270228,Nurture / No Action
9845-QOMAD,Voice Only,19.75,Low Value,0.07469162035523592,Nurture / No Action
2724-FJDYW,3G,54.85,Low Value,0.07466663142347095,Nurture / No Action
1707-HABPF,4G,91.3,High Value,0.07461815995140142,Nurture / No Action
5195-KPUNQ,4G,96.75,High Value,0.07459312976238018,Nurture / No Action
4003-OCTMP,3G,64.0,Medium Value,0.07452111954758517,Nurture / No Action
0595-ITUDF,4G,91.8,High Value,0.07450649611046006,Nurture / No Action
9114-AAFQH,3G,65.65,Medium Value,0.07448942944057342,Nurture / No Action
4903-CNOZC,3G,70.9,Medium Value,0.07448016053569531,Nurture / No Action
7670-ZBPOQ,3G,61.05,Medium Value,0.07444930595832579,Nurture / No Action
8929-KSWIH,4G,99.3,High Value,0.07426049748774462,Nurture / No Action
4080-IIARD,3G,76.2,Medium Value,0.07425160241795078,Nurture / No Action
8409-WQJUX,3G,54.2,Low Value,0.07421471512057835,Nurture / No Action
7233-PAHHL,3G,84.0,Medium Value,0.07419681848364842,Nurture / No Action
6296-DDOOR,3G,58.2,Medium Value,0.07418712877584177,Nurture / No Action
9314-QDMDW,3G,61.25,Medium Value,0.07402259646601636,Nurture / No Action
0810-BDHAW,3G,78.4,Medium Value,0.07390432723738571,Nurture / No Action
3407-QGWLG,Voice Only,20.05,Low Value,0.07366806614445841,Nurture / No Action
6917-YACBP,4G,89.75,High Value,0.07365751566172374,Nurture / No Action
7808-DVWEP,Voice Only,20.0,Low Value,0.07353026248594922,Nurture / No Action
2393-DIVAI,Voice Only,20.0,Low Value,0.07353026248594922,Nurture / No Action
6734-CKRSM,Voice Only,20.0,Low Value,0.07353026248594922,Nurture / No Action
5825-XJOCM,3G,64.4,Medium Value,0.07338941710725408,Nurture / No Action
9770-LXDBK,Voice Only,20.4,Low Value,0.07320766721161424,Nurture / No Action
8869-LIHMK,4G,115.1,High Value,0.07317742858134887,Nurture / No Action
4632-XJMEX,3G,62.85,Medium Value,0.07312832226296867,Nurture / No Action
1591-MQJTP,4G,93.65,High Value,0.07291786447636,Nurture / No Action
4075-JFPGR,4G,93.5,High Value,0.07291786447636,Nurture / No Action
4199-QHJNM,4G,102.9,High Value,0.07278963954929722,Nurture / No Action
5696-CEIQJ,4G,103.15,High Value,0.07278963954929722,Nurture / No Action
1371-WEPDS,3G,55.8,Low Value,0.07273983838067243,Nurture / No Action
8910-ICHIU,4G,95.65,High Value,0.07268309936426362,Nurture / No Action
1264-FUHCX,3G,56.3,Low Value,0.07261538763281046,Nurture / No Action
6616-AALSR,4G,104.3,High Value,0.07256199607202055,Nurture / No Action
1095-WGNGG,4G,101.05,High Value,0.07228671151162962,Nurture / No Action
2725-IWWBA,3G,56.9,Low Value,0.07225528316317643,Nurture / No Action
9670-BPNXF,3G,62.55,Medium Value,0.0721454894238903,Nurture / No Action
0868-VJRDR,4G,104.05,High Value,0.07210338172736551,Nurture / No Action
0379-DJQHR,3G,81.35,Medium Value,0.07208160989100698,Nurture / No Action
7607-QKKTJ,4G,95.0,High Value,0.07206394420618764,Nurture / No Action
5172-MIGPM,3G,65.55,Medium Value,0.07173476635768963,Nurture / No Action
8404-GFGCZ,3G,65.6,Medium Value,0.07173476635768963,Nurture / No Action
0959-WHOKV,4G,99.0,High Value,0.0717119671588227,Nurture / No Action
3705-RHRFR,4G,99.15,High Value,0.07166845085777487,Nurture / No Action
1402-PTHGN,3G,61.5,Medium Value,0.07157090599008281,Nurture / No Action
4369-NYSCF,3G,75.75,Medium Value,0.07143673224423447,Nurture / No Action
0657-DOGUM,3G,60.6,Medium Value,0.07139254134950876,Nurture / No Action
8746-OQQRW,Voice Only,25.25,Low Value,0.07136652282078057,Nurture / No Action
3590-TCXTB,Voice Only,20.35,Low Value,0.07122164907477523,Nurture / No Action
2668-TZSPS,Voice Only,20.45,Low Value,0.07122164907477523,Nurture / No Action
0673-IGUQO,Voice Only,20.45,Low Value,0.07122164907477523,Nurture / No Action
6579-JPICP,Voice Only,20.4,Low Value,0.07122164907477523,Nurture / No Action
4634-JLRJT,Voice Only,20.35,Low Value,0.07122164907477523,Nurture / No Action
3727-JEZTU,Voice Only,20.4,Low Value,0.07122164907477523,Nurture / No Action
8262-COGGB,Voice Only,20.45,Low Value,0.07122164907477523,Nurture / No Action
5996-DAOQL,Voice Only,20.45,Low Value,0.07122164907477523,Nurture / No Action
2592-YKDIF,Voice Only,20.35,Low Value,0.07122164907477523,Nurture / No Action
3077-RSNTJ,Voice Only,19.7,Low Value,0.07108803500433018,Nurture / No Action
9970-QBCDA,Voice Only,19.7,Low Value,0.07108803500433018,Nurture / No Action
7623-HKYRK,Voice Only,19.7,Low Value,0.07108803500433018,Nurture / No Action
3863-QSTYI,3G,64.65,Medium Value,0.07106827440104738,Nurture / No Action
7247-XOZPB,3G,77.4,Medium Value,0.0710602942655035,Nurture / No Action
4682-BLBUC,3G,70.95,Medium Value,0.07104926848355109,Nurture / No Action
1352-VHKAJ,3G,71.6,Medium Value,0.07101673430776542,Nurture / No Action
9107-UKCKY,3G,79.8,Medium Value,0.07098251878210064,Nurture / No Action
0516-UXRMT,4G,92.05,High Value,0.07095502117883032,Nurture / No Action
5193-QLVZB,4G,104.75,High Value,0.07086634455583492,Nurture / No Action
2621-UDNLU,Voice Only,20.85,Low Value,0.07085845911181046,Nurture / No Action
7764-BDPEE,Voice Only,20.85,Low Value,0.07085845911181046,Nurture / No Action
8328-SKJNO,3G,40.65,Low Value,0.07077377290665682,Nurture / No Action
1094-BKOSX,3G,51.0,Low Value,0.0707713983353192,Nurture / No Action
9929-PLVPA,Voice Only,20.4,Low Value,0.07074206972784297,Nurture / No Action
5996-NRVXR,4G,98.15,High Value,0.07048747242720978,Nurture / No Action
5229-DTFYB,4G,98.8,High Value,0.07047255207404562,Nurture / No Action
9330-DHBFL,3G,66.25,Medium Value,0.07026577363671431,Nurture / No Action
9770-KXGQU,4G,98.6,High Value,0.07010094010625612,Nurture / No Action
3339-EAQNV,4G,97.25,High Value,0.07008802643121886,Nurture / No Action
3256-EZDBI,3G,29.45,Low Value,0.07005100895709593,Nurture / No Action
7696-AMHOD,3G,78.0,Medium Value,0.0699954801555563,Nurture / No Action
4419-UJMUS,4G,99.35,High Value,0.06997446178673662,Nurture / No Action
4086-ATNFV,3G,60.8,Medium Value,0.06992465719822433,Nurture / No Action
4366-CTOUZ,4G,100.2,High Value,0.06990090765209468,Nurture / No Action
9955-QOPOY,3G,60.8,Medium Value,0.06972070903351751,Nurture / No Action
3658-QQJYD,3G,74.3,Medium Value,0.06945857989455907,Nurture / No Action
9039-ZVJDC,Voice Only,19.1,Low Value,0.06940049811881055,Nurture / No Action
3780-DDGSE,3G,76.05,Medium Value,0.0693628521669957,Nurture / No Action
0134-XWXCE,3G,74.85,Medium Value,0.06916489679051399,Nurture / No Action
4759-PXTAN,3G,80.1,Medium Value,0.06892925510588616,Nurture / No Action
1696-HXOWK,4G,95.65,High Value,0.06889441374504289,Nurture / No Action
3552-CTCYF,4G,104.8,High Value,0.06877110646059682,Nurture / No Action
0815-MFZGM,4G,99.0,High Value,0.06876202575825614,Nurture / No Action
0310-VQXAM,Voice Only,19.85,Low Value,0.06864634335453906,Nurture / No Action
2054-PJOCK,3G,80.55,Medium Value,0.06851515082781129,Nurture / No Action
4135-FRWKJ,3G,76.25,Medium Value,0.0684158385108103,Nurture / No Action
5693-PIPCS,4G,99.65,High Value,0.06839063196852462,Nurture / No Action
3682-YEUWS,Voice Only,24.4,Low Value,0.06837652961563209,Nurture / No Action
4854-SSLTN,3G,59.5,Medium Value,0.06835227461182952,Nurture / No Action
7727-SHVZV,Voice Only,19.5,Low Value,0.06832161179156188,Nurture / No Action
5624-RYAMH,Voice Only,19.5,Low Value,0.06832161179156188,Nurture / No Action
8313-KTIHG,3G,61.3,Medium Value,0.06823257896791894,Nurture / No Action
2159-TURXX,Voice Only,20.05,Low Value,0.06818976582530621,Nurture / No Action
4785-NKHCX,Voice Only,20.05,Low Value,0.06818976582530621,Nurture / No Action
3779-OSWCF,3G,93.2,High Value,0.06815325489241311,Nurture / No Action
0218-QNVAS,4G,100.55,High Value,0.06808200160000139,Nurture / No Action
6202-DYYFX,4G,76.0,Medium Value,0.06785417998237714,Nurture / No Action
9938-TKDGL,4G,99.55,High Value,0.06781147899779287,Nurture / No Action
2606-PKWJB,3G,40.25,Low Value,0.06780942345986105,Nurture / No Action
1752-OZXFY,3G,59.8,Medium Value,0.06779124444631664,Nurture / No Action
9169-BSVIN,3G,74.75,Medium Value,0.06769956171953627,Nurture / No Action
6047-SUHPR,3G,59.8,Medium Value,0.0676536339333507,Nurture / No Action
7663-ZTEGJ,4G,100.55,High Value,0.06760784604747185,Nurture / No Action
0083-PIVIK,3G,81.25,Medium Value,0.06757324615368085,Nurture / No Action
1930-QPBVZ,4G,95.1,High Value,0.06756230815089079,Nurture / No Action
3537-RYBHH,3G,67.45,Medium Value,0.0673967867071,Nurture / No Action
3374-PZLXD,Voice Only,19.7,Low Value,0.06734982254550564,Nurture / No Action
2296-DKZFP,3G,71.0,Medium Value,0.06725823479659451,Nurture / No Action
9586-JGQKH,4G,105.4,High Value,0.06720651663697445,Nurture / No Action
8984-EYLLL,4G,105.25,High Value,0.06720651663697445,Nurture / No Action
3422-WJOYD,3G,54.35,Low Value,0.06716317194860624,Nurture / No Action
8595-SIZNC,Voice Only,25.6,Low Value,0.06715983387517516,Nurture / No Action
6121-TNHBO,3G,83.0,Medium Value,0.06713428357783754,Nurture / No Action
5944-UGLLK,3G,54.9,Low Value,0.0671161335398765,Nurture / No Action
0824-VWDPO,4G,96.75,High Value,0.06710987862297565,Nurture / No Action
0690-SRQID,Voice Only,19.65,Low Value,0.06707898464666814,Nurture / No Action
6103-LIANB,4G,99.5,High Value,0.06693072888500512,Nurture / No Action
0201-MIBOL,4G,102.4,High Value,0.06688410119961968,Nurture / No Action
7531-GQHME,Voice Only,20.05,Low Value,0.06677206176762182,Nurture / No Action
5686-CMAWK,4G,86.75,High Value,0.06669737149387082,Nurture / No Action
8216-AZUUZ,4G,100.4,High Value,0.06666711863974811,Nurture / No Action
2740-JFBOK,Voice Only,24.0,Low Value,0.06659483575308867,Nurture / No Action
5278-PNYOX,4G,100.65,High Value,0.06646340765209469,Nurture / No Action
1088-CNNKB,3G,80.0,Medium Value,0.06644123967976262,Nurture / No Action
5161-XEUVX,4G,94.3,High Value,0.06637948138174284,Nurture / No Action
1814-WFGVS,3G,48.9,Low Value,0.06621474364272781,Nurture / No Action
4091-TVOCN,3G,78.75,Medium Value,0.06606690872698487,Nurture / No Action
9817-APLHW,Voice Only,25.0,Low Value,0.06603933966475074,Nurture / No Action
5756-JYOJT,3G,64.9,Medium Value,0.06600626834147513,Nurture / No Action
2324-EFHVG,4G,104.4,High Value,0.06591286584332365,Nurture / No Action
8465-SBRXP,4G,94.9,High Value,0.0658400194619433,Nurture / No Action
2890-WFBHU,3G,79.85,Medium Value,0.06578800402652699,Nurture / No Action
7619-PLRLP,3G,74.1,Medium Value,0.06575254051806617,Nurture / No Action
1925-GMVBW,Voice Only,20.55,Low Value,0.06572823726956277,Nurture / No Action
3727-OWVYD,3G,61.2,Medium Value,0.06572464415241687,Nurture / No Action
0679-TDGAK,3G,75.5,Medium Value,0.06565675849074769,Nurture / No Action
5120-ZBLAI,3G,75.7,Medium Value,0.06565675849074769,Nurture / No Action
1121-QSIVB,3G,77.55,Medium Value,0.06563694642123707,Nurture / No Action
0661-KBKPA,3G,78.75,Medium Value,0.06546737631495246,Nurture / No Action
9137-NOQKA,Voice Only,19.2,Low Value,0.06531648596830932,Nurture / No Action
9391-LMANN,4G,95.95,High Value,0.06508981989142325,Nurture / No Action
4622-YNKIJ,4G,88.95,High Value,0.06506278961121567,Nurture / No Action
4747-LCAQL,3G,79.0,Medium Value,0.06496122925424602,Nurture / No Action
5090-EMGTC,4G,100.05,High Value,0.0649534561577324,Nurture / No Action
1716-LSAMB,3G,54.65,Low Value,0.06495330730105066,Nurture / No Action
4565-EVZMJ,3G,58.9,Medium Value,0.06493715566289485,Nurture / No Action
1470-PSXNM,4G,93.65,High Value,0.06491577521941033,Nurture / No Action
7629-WFGLW,4G,95.65,High Value,0.0648573148551337,Nurture / No Action
7833-PKIHD,3G,76.4,Medium Value,0.0647977334578096,Nurture / No Action
5294-IMHHT,4G,97.75,High Value,0.06459312976238019,Nurture / No Action
5150-LJNSR,4G,98.05,High Value,0.06449145017520017,Nurture / No Action
2361-UPSND,3G,70.6,Medium Value,0.06440142233476585,Nurture / No Action
6994-ORCWG,3G,54.25,Low Value,0.06431523794179911,Nurture / No Action
2434-EEVDB,4G,94.6,High Value,0.06413734470460138,Nurture / No Action
4342-HFXWS,3G,69.7,Medium Value,0.06412555022139775,Nurture / No Action
0667-NSRGI,3G,69.55,Medium Value,0.06412555022139775,Nurture / No Action
8317-BVKSO,Voice Only,20.05,Low Value,0.06411510113193777,Nurture / No Action
7153-CHRBV,3G,59.3,Medium Value,0.06399587426474515,Nurture / No Action
3950-VPYJB,3G,59.6,Medium Value,0.06399587426474515,Nurture / No Action
7838-LAZFO,3G,78.8,Medium Value,0.06381598983455654,Nurture / No Action
0607-MVMGC,3G,78.75,Medium Value,0.06381598983455654,Nurture / No Action
4227-OJHAL,3G,73.0,Medium Value,0.06372658100010913,Nurture / No Action
3070-BDOQC,4G,99.65,High Value,0.06372398844234918,Nurture / No Action
2546-KZAAT,3G,75.4,Medium Value,0.0636456813326117,Nurture / No Action
7089-XXAYG,3G,38.1,Low Value,0.06363773768640764,Nurture / No Action
5173-ZXXXL,Voice Only,19.95,Low Value,0.06362789855072465,Nurture / No Action
1697-BCSHV,3G,66.8,Medium Value,0.06346282139171988,Nurture / No Action
2348-KCJLT,3G,61.5,Medium Value,0.06343500129957612,Nurture / No Action
2379-GYFLQ,4G,94.9,High Value,0.06339047481843253,Nurture / No Action
6732-FZUGP,4G,94.9,High Value,0.06339047481843253,Nurture / No Action
4626-OZDTJ,3G,78.65,Medium Value,0.06336916202923817,Nurture / No Action
1177-XZBJL,3G,64.15,Medium Value,0.06336641750106392,Nurture / No Action
8777-PVYGU,3G,64.3,Medium Value,0.06333133469530935,Nurture / No Action
5724-BIDBU,3G,55.35,Low Value,0.06330960208093721,Nurture / No Action
1043-UXOVO,4G,113.15,High Value,0.06326340412447093,Nurture / No Action
5473-KHBPS,4G,95.7,High Value,0.0631544582314594,Nurture / No Action
3354-OADJP,3G,54.25,Low Value,0.06301202654457391,Nurture / No Action
6968-URWQU,3G,56.35,Low Value,0.06281042459762813,Nurture / No Action
9500-IWPXQ,3G,79.4,Medium Value,0.06271108094960388,Nurture / No Action
8331-ZXFOE,3G,71.1,Medium Value,0.06253161268552568,Nurture / No Action
7375-WMVMT,4G,95.5,High Value,0.06252058261837293,Nurture / No Action
5386-THSLQ,3G,45.55,Low Value,0.06247193518211911,Nurture / No Action
7919-ZODZZ,3G,65.9,Medium Value,0.062421831246484115,Nurture / No Action
1335-HQMKX,4G,101.35,High Value,0.062220762780456546,Nurture / No Action
9199-PWQVC,3G,79.7,Medium Value,0.062030137829719695,Nurture / No Action
0310-SUCIN,3G,84.8,High Value,0.061956092684629496,Nurture / No Action
5148-ORICT,3G,74.35,Medium Value,0.06174797823259159,Nurture / No Action
4636-OLWOE,3G,61.0,Medium Value,0.061701330516779375,Nurture / No Action
0572-ZJKLT,4G,99.65,High Value,0.06162632973698802,Nurture / No Action
3486-HOOGQ,3G,79.7,Medium Value,0.061556694351052196,Nurture / No Action
1429-UYJSV,Voice Only,19.7,Low Value,0.061475354541144014,Nurture / No Action
2578-JQPHZ,4G,100.1,High Value,0.06146305545843122,Nurture / No Action
4654-GGUII,3G,40.2,Low Value,0.06143341366057736,Nurture / No Action
2453-SAFNS,3G,72.1,Medium Value,0.06142584565817896,Nurture / No Action
4182-BGSIQ,Voice Only,19.8,Low Value,0.06142252638582222,Nurture / No Action
0002-ORFBO,3G,65.6,Medium Value,0.061415119837088146,Nurture / No Action
5306-BVTKJ,3G,55.8,Low Value,0.061350704629693636,Nurture / No Action
9777-IQHWP,4G,93.4,High Value,0.061306013012916924,Nurture / No Action
4797-MIWUM,Voice Only,20.25,Low Value,0.06105812691713072,Nurture / No Action
4732-RRJZC,Voice Only,20.25,Low Value,0.06105812691713072,Nurture / No Action
3428-MMGUB,4G,89.55,High Value,0.061003152925344716,Nurture / No Action
2775-SEFEE,3G,61.9,Medium Value,0.060924117114012584,Nurture / No Action
0743-HRVFF,3G,56.15,Low Value,0.060879263060864997,Nurture / No Action
9060-HJJRW,3G,56.4,Low Value,0.060879263060864997,Nurture / No Action
5081-NWSUP,3G,64.9,Medium Value,0.06084711860280596,Nurture / No Action
6231-WFGFH,Voice Only,20.5,Low Value,0.06074206972784297,Nurture / No Action
8626-XHBIE,Voice Only,24.8,Low Value,0.06054683475880642,Nurture / No Action
2599-CZABP,3G,44.6,Low Value,0.060505066999770804,Nurture / No Action
3635-JBPSG,3G,38.8,Low Value,0.060401458335044664,Nurture / No Action
7856-GANIL,4G,98.7,High Value,0.060344961694124295,Nurture / No Action
9174-IHETN,4G,70.35,Medium Value,0.06016000420908989,Nurture / No Action
5808-TOTXO,Voice Only,20.55,Low Value,0.06013333333333334,Nurture / No Action
6211-WWLTF,4G,99.7,High Value,0.0600797071801898,Nurture / No Action
1661-CZBAU,3G,70.95,Medium Value,0.05991614486940575,Nurture / No Action
8550-XSXUQ,3G,70.55,Medium Value,0.05991614486940575,Nurture / No Action
2019-HDCZY,4G,102.6,High Value,0.05982114189304551,Nurture / No Action
0743-HNPFG,3G,69.75,Medium Value,0.05978094466271353,Nurture / No Action
1855-CFULU,Voice Only,20.05,Low Value,0.05973670721315849,Nurture / No Action
7874-ECPQJ,Voice Only,20.05,Low Value,0.05973670721315849,Nurture / No Action
1336-EZFZY,Voice Only,20.05,Low Value,0.05973670721315849,Nurture / No Action
3716-LRGXK,4G,101.15,High Value,0.059726133837937186,Nurture / No Action
6094-ZIVKX,3G,54.45,Low Value,0.0596468295064848,Nurture / No Action
1480-IVEVR,4G,81.6,Medium Value,0.05944743311721004,Nurture / No Action
0835-JKADZ,4G,111.25,High Value,0.059293647845891126,Nurture / No Action
3487-EARAT,3G,74.1,Medium Value,0.0592609338288898,Nurture / No Action
8268-YDIXR,4G,93.15,High Value,0.05911260729718877,Nurture / No Action
2927-CVULT,4G,104.05,High Value,0.059077576206150895,Nurture / No Action
5014-WUQMG,4G,96.1,High Value,0.05893309936426363,Nurture / No Action
3981-QSVQI,Voice Only,19.7,Low Value,0.05888274919589022,Nurture / No Action
8652-YHIYU,4G,79.5,Medium Value,0.058754093949962616,Nurture / No Action
5562-BETPV,Voice Only,19.65,Low Value,0.05873772801301405,Nurture / No Action
2971-SGAFL,3G,78.75,Medium Value,0.05865072680095346,Nurture / No Action
6429-SHBCB,3G,69.6,Medium Value,0.05840457173742114,Nurture / No Action
3195-TQDZX,Voice Only,20.25,Low Value,0.05827843854414544,Nurture / No Action
4024-CSNBY,4G,94.25,High Value,0.0582053800830387,Nurture / No Action
2391-IPLOP,3G,69.65,Medium Value,0.058131988305977295,Nurture / No Action
2812-ENYMO,3G,54.55,Low Value,0.05797134492320104,Nurture / No Action
8097-OMULG,3G,76.75,Medium Value,0.057707682591149105,Nurture / No Action
3566-CAAYU,3G,49.85,Low Value,0.05758629158425601,Nurture / No Action
7102-JJVTX,3G,48.6,Low Value,0.057478767254620824,Nurture / No Action
