customerID,Network_Type,tenure,Tenure_Decile,Contract,Revenue_Stability,ARPU,Monthly_Revenue_Velocity,Product_Density_Score,Subscriber_Status,LTV,Migration_Target_Label,Revenue_Weight,Customer_Segment
6614-VBEGU,3G,24,5,Month-to-month,At-Will (High Risk),69.45,67.25,4,Active,1666.8000000000002,Upgrade,0.00015,Medium Value
9048-JVYVF,3G,3,2,Month-to-month,At-Will (High Risk),69.35,63.78,4,Churned/Inactive,208.04999999999998,Churn,0.00015,Medium Value
2055-PDADH,4G,3,2,Month-to-month,At-Will (High Risk),70.4,68.23,2,Churned/Inactive,211.20000000000002,Churn,0.00015,Medium Value
7379-POKDZ,4G,3,2,Month-to-month,At-Will (High Risk),70.3,69.62,2,Churned/Inactive,210.89999999999998,Churn,0.00015,Medium Value
4510-HIMLV,4G,1,1,Month-to-month,At-Will (High Risk),69.8,69.80,2,Churned/Inactive,69.8,Churn,0.00015,Medium Value
8993-IZEUX,4G,7,3,Month-to-month,At-Will (High Risk),69.15,69.81,2,Active,484.05000000000007,Retain,0.00015,Medium Value
2178-PMGCJ,4G,22,5,Month-to-month,At-Will (High Risk),69.7,67.75,2,Active,1533.4,Retain,0.00015,Medium Value
1684-FLBGS,3G,23,5,Month-to-month,At-Will (High Risk),69.5,71.83,3,Active,1598.5,Upgrade,0.00015,Medium Value
4704-ERYFC,4G,22,5,Month-to-month,At-Will (High Risk),69.25,70.64,2,Churned/Inactive,1523.5,Churn,0.00015,Medium Value
3701-SFMUH,3G,7,3,Month-to-month,At-Will (High Risk),69.7,73.74,4,Active,487.90000000000003,Upgrade,0.00015,Medium Value
6077-BDPXA,4G,3,2,Month-to-month,At-Will (High Risk),70.15,64.73,2,Active,210.45000000000002,Retain,0.00015,Medium Value
6715-OFDBP,3G,5,2,Month-to-month,At-Will (High Risk),70.05,69.28,4,Churned/Inactive,350.25,Churn,0.00015,Medium Value
1363-TXLSL,4G,1,1,Month-to-month,At-Will (High Risk),70.3,70.30,2,Churned/Inactive,70.3,Churn,0.00015,Medium Value
1016-DJTSV,4G,8,3,Month-to-month,At-Will (High Risk),69.7,71.61,2,Active,557.6,Retain,0.00015,Medium Value
5804-LEPIM,4G,2,2,Month-to-month,At-Will (High Risk),70.35,69.53,2,Churned/Inactive,140.7,Churn,0.00015,Medium Value
2905-KFQUV,4G,2,1,Month-to-month,At-Will (High Risk),70.4,77.40,2,Active,140.8,Retain,0.00015,Medium Value
3523-QRQLL,3G,22,5,One year,Contractual (Stable),69.5,68.10,4,Churned/Inactive,1529,Churn,0.00015,Medium Value
5916-QEWPT,3G,2,2,Month-to-month,At-Will (High Risk),69,73.90,4,Active,138,Upgrade,0.00015,Medium Value
0330-IVZHA,4G,5,2,Month-to-month,At-Will (High Risk),69.95,66.03,2,Churned/Inactive,349.75,Churn,0.00015,Medium Value
3453-RTHJQ,4G,6,3,Month-to-month,At-Will (High Risk),69.1,72.50,2,Active,414.59999999999997,Retain,0.00015,Medium Value
5442-BHQNG,4G,2,1,Month-to-month,At-Will (High Risk),70.35,69.63,2,Active,140.7,Retain,0.00015,Medium Value
5600-KTXFM,4G,2,2,Month-to-month,At-Will (High Risk),69.95,71.95,2,Active,139.9,Retain,0.00015,Medium Value
4629-NRXKX,4G,2,2,Month-to-month,At-Will (High Risk),70.4,73.58,2,Churned/Inactive,140.8,Churn,0.00015,Medium Value
7665-TOALD,4G,1,1,Month-to-month,At-Will (High Risk),69.6,69.60,2,Churned/Inactive,69.6,Churn,0.00015,Medium Value
1840-BIUOG,3G,20,5,One year,Contractual (Stable),68.7,70.81,3,Active,1374,Upgrade,0.00015,Medium Value
2897-DOVND,4G,2,1,Month-to-month,At-Will (High Risk),69.8,73.33,2,Active,139.6,Retain,0.00015,Medium Value
7044-YAACC,4G,4,2,Month-to-month,At-Will (High Risk),70.2,70.09,2,Active,280.8,Retain,0.00015,Medium Value
8160-HOWOX,3G,7,3,Month-to-month,At-Will (High Risk),66.85,65.44,4,Active,467.94999999999993,Upgrade,0.00015,Medium Value
4550-EVXNY,4G,1,1,Month-to-month,At-Will (High Risk),69.65,69.65,2,Churned/Inactive,69.65,Churn,0.00015,Medium Value
5376-DEQCP,4G,1,1,Month-to-month,At-Will (High Risk),70.6,70.60,2,Churned/Inactive,70.6,Churn,0.00015,Medium Value
0455-XFASS,4G,3,2,Month-to-month,At-Will (High Risk),69.55,66.73,2,Active,208.64999999999998,Retain,0.00015,Medium Value
4871-JTKJF,4G,1,1,Month-to-month,At-Will (High Risk),69.65,69.65,2,Churned/Inactive,69.65,Churn,0.00015,Medium Value
6332-FBZRI,3G,67,9,One year,Contractual (Stable),69.35,69.45,2,Active,4646.45,Upgrade,0.00015,Medium Value
1820-TQVEV,4G,1,1,Month-to-month,At-Will (High Risk),69.55,69.55,2,Churned/Inactive,69.55,Churn,0.00015,Medium Value
9603-OAIHC,4G,1,1,Month-to-month,At-Will (High Risk),70.05,70.05,2,Active,70.05,Retain,0.00015,Medium Value
5605-IYGFG,4G,7,3,Month-to-month,At-Will (High Risk),69.85,73.64,2,Active,488.94999999999993,Retain,0.00015,Medium Value
3244-DCJWY,4G,1,1,Month-to-month,At-Will (High Risk),70.25,70.25,2,Churned/Inactive,70.25,Churn,0.00015,Medium Value
0270-THENM,3G,72,10,Two year,Contractual (Stable),69.85,70.87,2,Active,5029.2,Upgrade,0.00015,Medium Value
8062-YBDOE,4G,1,1,Month-to-month,At-Will (High Risk),69.65,69.65,2,Churned/Inactive,69.65,Churn,0.00015,Medium Value
2262-SLNVK,4G,1,1,Month-to-month,At-Will (High Risk),70.1,70.10,2,Active,70.1,Retain,0.00015,Medium Value
1303-SRDOK,4G,55,8,Two year,Contractual (Stable),69.05,69.87,2,Active,3797.75,Retain,0.00015,Medium Value
6439-LAJXL,3G,9,3,Month-to-month,At-Will (High Risk),68.95,65.98,3,Active,620.5500000000001,Upgrade,0.00015,Medium Value
3234-VKACU,3G,2,2,Month-to-month,At-Will (High Risk),70.3,66.20,4,Active,140.6,Upgrade,0.00015,Medium Value
2815-CPTUL,4G,5,2,Month-to-month,At-Will (High Risk),70.25,66.38,2,Churned/Inactive,351.25,Churn,0.00015,Medium Value
0328-GRPMV,4G,1,1,Month-to-month,At-Will (High Risk),70.1,70.10,2,Churned/Inactive,70.1,Churn,0.00015,Medium Value
7798-JVXYM,3G,14,4,Month-to-month,At-Will (High Risk),69.65,65.81,4,Active,975.1000000000001,Upgrade,0.00015,Medium Value
4512-ZUIYL,4G,2,1,Month-to-month,At-Will (High Risk),70,76.53,2,Churned/Inactive,140,Churn,0.00015,Medium Value
0958-YHXGP,4G,7,3,Month-to-month,At-Will (High Risk),69.9,71.04,2,Active,489.30000000000007,Retain,0.00015,Medium Value
1697-BCSHV,3G,58,8,Month-to-month,At-Will (High Risk),66.8,68.46,3,Active,3874.3999999999996,Upgrade,0.00015,Medium Value
9584-EXCDZ,4G,17,4,Month-to-month,At-Will (High Risk),70.5,68.56,2,Active,1198.5,Retain,0.00015,Medium Value
5276-KQWHG,4G,2,1,Month-to-month,At-Will (High Risk),69.6,65.83,2,Churned/Inactive,139.2,Churn,0.00015,Medium Value
9576-ANLXO,4G,3,2,Month-to-month,At-Will (High Risk),69.55,74.10,2,Churned/Inactive,208.64999999999998,Churn,0.00015,Medium Value
3496-LFSZU,4G,4,2,Month-to-month,At-Will (High Risk),70.5,73.55,2,Active,282,Retain,0.00015,Medium Value
8474-UMLNT,3G,13,4,Month-to-month,At-Will (High Risk),67.8,64.79,3,Active,881.4,Upgrade,0.00015,Medium Value
5550-VFRLC,4G,1,1,Month-to-month,At-Will (High Risk),69.85,69.85,2,Churned/Inactive,69.85,Churn,0.00015,Medium Value
1436-ZMJAN,3G,10,3,Month-to-month,At-Will (High Risk),67.8,65.31,4,Active,678,Upgrade,0.00015,Medium Value
9289-LBQVU,3G,64,9,One year,Contractual (Stable),70.15,70.01,3,Active,4489.6,Upgrade,0.00015,Medium Value
1697-NVVGY,3G,19,4,Month-to-month,At-Will (High Risk),66.4,67.69,3,Active,1261.6000000000001,Upgrade,0.00015,Medium Value
9799-CAYJJ,4G,2,2,Month-to-month,At-Will (High Risk),69.3,76.90,2,Active,138.6,Retain,0.00015,Medium Value
7855-DIWPO,4G,21,5,Month-to-month,At-Will (High Risk),68.65,71.10,2,Active,1441.65,Retain,0.00015,Medium Value
2568-BRGYX,4G,4,2,Month-to-month,At-Will (High Risk),70.2,59.49,2,Churned/Inactive,280.8,Churn,0.00015,Medium Value
1544-JJMYL,3G,27,5,One year,Contractual (Stable),69.35,71.38,3,Active,1872.4499999999998,Upgrade,0.00015,Medium Value
2920-RNCEZ,4G,1,1,Month-to-month,At-Will (High Risk),69.95,69.95,2,Active,69.95,Retain,0.00015,Medium Value
7359-SSBJK,3G,64,9,Two year,Contractual (Stable),70.2,70.02,3,Churned/Inactive,4492.8,Churn,0.00015,Medium Value
7394-LWLYN,4G,2,1,Month-to-month,At-Will (High Risk),70.15,61.90,2,Active,140.3,Retain,0.00015,Medium Value
1304-BCCFO,3G,9,3,Month-to-month,At-Will (High Risk),70.05,62.71,4,Active,630.4499999999999,Upgrade,0.00015,Medium Value
3066-RRJIO,4G,1,1,Month-to-month,At-Will (High Risk),69.95,69.95,2,Churned/Inactive,69.95,Churn,0.00015,Medium Value
2676-SSLTO,3G,49,7,Two year,Contractual (Stable),66.15,65.29,3,Active,3241.3500000000004,Upgrade,0.00015,Medium Value
4806-HIPDW,4G,1,1,Month-to-month,At-Will (High Risk),68.95,68.95,2,Churned/Inactive,68.95,Churn,0.00015,Medium Value
9620-ENEJV,4G,6,3,Month-to-month,At-Will (High Risk),70.55,72.33,2,Active,423.29999999999995,Retain,0.00015,Medium Value
7254-IQWOZ,4G,1,1,Month-to-month,At-Will (High Risk),69.65,69.65,2,Churned/Inactive,69.65,Churn,0.00015,Medium Value
0743-HNPFG,3G,51,8,One year,Contractual (Stable),69.75,69.85,3,Active,3557.25,Upgrade,0.00015,Medium Value
2856-HYAPG,4G,1,1,Month-to-month,At-Will (High Risk),68.65,68.65,2,Churned/Inactive,68.65,Churn,0.00015,Medium Value
2079-FBMZK,4G,6,3,Month-to-month,At-Will (High Risk),69.25,69.73,2,Churned/Inactive,415.5,Churn,0.00015,Medium Value
3428-XZMAZ,4G,1,1,Month-to-month,At-Will (High Risk),69.35,69.35,2,Churned/Inactive,69.35,Churn,0.00015,Medium Value
4615-PIVVU,3G,42,7,Two year,Contractual (Stable),66.5,65.78,3,Active,2793,Upgrade,0.00015,Medium Value
5884-GCYMI,4G,1,1,Month-to-month,At-Will (High Risk),69.4,69.40,2,Churned/Inactive,69.4,Churn,0.00015,Medium Value
5044-LRQAQ,4G,7,3,Month-to-month,At-Will (High Risk),69.2,68.22,2,Active,484.40000000000003,Retain,0.00015,Medium Value
2619-WFQWU,4G,1,1,Month-to-month,At-Will (High Risk),70.15,70.15,2,Churned/Inactive,70.15,Churn,0.00015,Medium Value
9142-KZXOP,4G,44,7,Month-to-month,At-Will (High Risk),68.85,67.25,2,Active,3029.3999999999996,Retain,0.00015,Medium Value
7153-OANIO,4G,1,1,Month-to-month,At-Will (High Risk),69.95,69.95,2,Churned/Inactive,69.95,Churn,0.00015,Medium Value
0369-ZGOVK,4G,28,5,One year,Contractual (Stable),70.4,71.15,2,Active,1971.2000000000003,Retain,0.00015,Medium Value
3494-JCHRQ,4G,1,1,Month-to-month,At-Will (High Risk),70.05,70.05,2,Churned/Inactive,70.05,Churn,0.00015,Medium Value
5018-LXQQG,3G,30,6,Month-to-month,At-Will (High Risk),66.3,64.12,3,Active,1989,Upgrade,0.00015,Medium Value
1154-HYWWO,3G,38,6,One year,Contractual (Stable),70.6,71.27,3,Active,2682.7999999999997,Upgrade,0.00015,Medium Value
0973-KYVNF,3G,72,10,Two year,Contractual (Stable),70.65,69.60,3,Active,5086.8,Upgrade,0.00015,Medium Value
8687-BAFGU,4G,1,1,Month-to-month,At-Will (High Risk),74,74.00,2,Active,74,Retain,0.00016,Medium Value
0722-TROQR,4G,4,2,Month-to-month,At-Will (High Risk),74.9,80.44,2,Churned/Inactive,299.6,Churn,0.00016,Medium Value
5949-HGVJL,3G,26,5,Month-to-month,At-Will (High Risk),73.05,75.37,4,Active,1899.3,Upgrade,0.00016,Medium Value
3551-HUAZH,4G,1,1,Month-to-month,At-Will (High Risk),74.4,74.40,2,Churned/Inactive,74.4,Churn,0.00016,Medium Value
4116-TZAQJ,4G,9,3,Month-to-month,At-Will (High Risk),74.25,71.07,2,Churned/Inactive,668.25,Churn,0.00016,Medium Value
8617-ENBDS,4G,3,2,Month-to-month,At-Will (High Risk),73.6,77.50,2,Active,220.79999999999998,Retain,0.00016,Medium Value
3420-ZDBMA,4G,5,2,Month-to-month,At-Will (High Risk),71.45,74.32,2,Active,357.25,Retain,0.00016,Medium Value
1410-RSCMR,3G,7,3,Month-to-month,At-Will (High Risk),71.35,73.68,3,Active,499.44999999999993,Upgrade,0.00016,Medium Value
2080-GKCWQ,4G,2,1,Month-to-month,At-Will (High Risk),74.95,75.88,2,Active,149.9,Retain,0.00016,Medium Value
8468-FZTOE,3G,72,10,Two year,Contractual (Stable),74.35,72.74,3,Active,5353.2,Upgrade,0.00016,Medium Value
0618-XWMSS,4G,28,5,Month-to-month,At-Will (High Risk),74.9,73.88,2,Churned/Inactive,2097.2000000000003,Churn,0.00016,Medium Value
3746-EUBYR,4G,1,1,Month-to-month,At-Will (High Risk),74.6,74.60,2,Churned/Inactive,74.6,Churn,0.00016,Medium Value
1907-UBQFC,4G,10,3,Month-to-month,At-Will (High Risk),72.85,68.86,2,Churned/Inactive,728.5,Churn,0.00016,Medium Value
6778-EICRF,3G,24,5,One year,Contractual (Stable),74.8,75.88,4,Active,1795.1999999999998,Upgrade,0.00016,Medium Value
5956-VKDTT,4G,5,2,Month-to-month,At-Will (High Risk),74.35,66.96,2,Churned/Inactive,371.75,Churn,0.00016,Medium Value
0336-PIKEI,3G,72,10,Two year,Contractual (Stable),74.4,74.45,3,Active,5356.8,Upgrade,0.00016,Medium Value
2880-FPNAE,4G,2,1,Month-to-month,At-Will (High Risk),74.2,70.05,2,Active,148.4,Retain,0.00016,Medium Value
3411-WLRSQ,4G,3,2,Month-to-month,At-Will (High Risk),74.6,79.68,2,Active,223.79999999999998,Retain,0.00016,Medium Value
7108-DGVUU,3G,21,5,One year,Contractual (Stable),71.7,71.29,3,Active,1505.7,Upgrade,0.00016,Medium Value
8040-MNRTF,4G,1,1,Month-to-month,At-Will (High Risk),71.1,71.10,2,Active,71.1,Retain,0.00016,Medium Value
2696-NARTR,4G,11,3,Month-to-month,At-Will (High Risk),73.85,84.20,2,Churned/Inactive,812.3499999999999,Churn,0.00016,Medium Value
6856-RAURS,4G,2,2,Month-to-month,At-Will (High Risk),74.9,68.03,2,Active,149.8,Retain,0.00016,Medium Value
5405-ZMYXQ,4G,8,3,Month-to-month,At-Will (High Risk),74.6,68.61,2,Active,596.8,Retain,0.00016,Medium Value
9191-MYQKX,4G,7,3,Month-to-month,At-Will (High Risk),75.15,70.99,2,Churned/Inactive,526.0500000000001,Churn,0.00016,Medium Value
4450-DLLMH,4G,2,1,Month-to-month,At-Will (High Risk),71.3,78.88,2,Active,142.6,Retain,0.00016,Medium Value
1157-BQCUW,4G,1,1,Month-to-month,At-Will (High Risk),74.95,74.95,2,Churned/Inactive,74.95,Churn,0.00016,Medium Value
3677-TNKIO,4G,14,4,Month-to-month,At-Will (High Risk),71,65.29,2,Churned/Inactive,994,Churn,0.00016,Medium Value
8835-VSDSE,4G,2,2,Month-to-month,At-Will (High Risk),70.7,70.72,2,Churned/Inactive,141.4,Churn,0.00016,Medium Value
7603-USHJS,4G,12,3,Month-to-month,At-Will (High Risk),73.75,72.62,2,Churned/Inactive,885,Churn,0.00016,Medium Value
7978-DKUQH,4G,25,5,Month-to-month,At-Will (High Risk),74.6,71.91,2,Active,1864.9999999999998,Retain,0.00016,Medium Value
1077-HUUJM,4G,7,3,Month-to-month,At-Will (High Risk),71.05,67.52,2,Active,497.34999999999997,Retain,0.00016,Medium Value
4737-AQCPU,3G,72,10,Two year,Contractual (Stable),72.1,69.68,2,Active,5191.2,Upgrade,0.00016,Medium Value
4274-OWWYO,4G,1,1,Month-to-month,At-Will (High Risk),74.35,74.35,2,Churned/Inactive,74.35,Churn,0.00016,Medium Value
4080-OGPJL,3G,8,3,Month-to-month,At-Will (High Risk),71.15,70.46,3,Churned/Inactive,569.2,Churn,0.00016,Medium Value
9903-LYSAB,4G,18,4,Month-to-month,At-Will (High Risk),73.15,72.55,2,Active,1316.7,Retain,0.00016,Medium Value
2424-WVHPL,4G,1,1,Month-to-month,At-Will (High Risk),74.7,74.70,2,Active,74.7,Retain,0.00016,Medium Value
3755-JBMNH,4G,16,4,Month-to-month,At-Will (High Risk),71.8,72.99,2,Churned/Inactive,1148.8,Churn,0.00016,Medium Value
3966-HRMZA,4G,3,2,Month-to-month,At-Will (High Risk),75.05,67.63,2,Active,225.14999999999998,Retain,0.00016,Medium Value
3488-PGMQJ,4G,8,3,Month-to-month,At-Will (High Risk),74.5,75.82,2,Churned/Inactive,596,Churn,0.00016,Medium Value
7341-LXCAF,4G,4,2,Month-to-month,At-Will (High Risk),74.65,75.35,2,Churned/Inactive,298.6,Churn,0.00016,Medium Value
0021-IKXGC,4G,1,1,Month-to-month,At-Will (High Risk),72.1,72.10,2,Active,72.1,Retain,0.00016,Medium Value
4102-OQUPX,4G,1,1,Month-to-month,At-Will (High Risk),74.4,74.40,2,Churned/Inactive,74.4,Churn,0.00016,Medium Value
7993-PYKOF,4G,8,3,Month-to-month,At-Will (High Risk),75,79.12,2,Churned/Inactive,600,Churn,0.00016,Medium Value
9237-HQITU,4G,2,2,Month-to-month,At-Will (High Risk),70.7,75.83,2,Churned/Inactive,141.4,Churn,0.00016,Medium Value
9283-LZQOH,4G,13,4,Month-to-month,At-Will (High Risk),74.4,68.98,2,Churned/Inactive,967.2,Churn,0.00016,Medium Value
4860-IJUDE,4G,13,4,Month-to-month,At-Will (High Risk),73.75,73.59,2,Active,958.75,Retain,0.00016,Medium Value
3070-DVEYC,4G,7,3,Month-to-month,At-Will (High Risk),73.75,77.88,2,Churned/Inactive,516.25,Churn,0.00016,Medium Value
4079-VTGLK,3G,30,6,Two year,Contractual (Stable),74.85,72.72,4,Active,2245.5,Upgrade,0.00016,Medium Value
8644-XLFBW,4G,1,1,Month-to-month,At-Will (High Risk),71.65,71.65,2,Churned/Inactive,71.65,Churn,0.00016,Medium Value
7912-SYRQT,4G,7,3,Month-to-month,At-Will (High Risk),75.1,78.99,2,Churned/Inactive,525.6999999999999,Churn,0.00016,Medium Value
5899-MQZZL,4G,13,4,Month-to-month,At-Will (High Risk),75,76.88,2,Churned/Inactive,975,Churn,0.00016,Medium Value
1866-OBPNR,4G,1,1,Month-to-month,At-Will (High Risk),74.6,74.60,2,Active,74.6,Retain,0.00016,Medium Value
0496-AHOOK,3G,24,5,One year,Contractual (Stable),74.4,71.37,4,Active,1785.6000000000001,Upgrade,0.00016,Medium Value
1197-BVMVG,4G,4,2,Month-to-month,At-Will (High Risk),74.45,73.61,2,Active,297.8,Retain,0.00016,Medium Value
4505-EXZHB,4G,6,3,Month-to-month,At-Will (High Risk),74.4,72.35,2,Churned/Inactive,446.40000000000003,Churn,0.00016,Medium Value
4854-CIDCF,4G,3,2,Month-to-month,At-Will (High Risk),73.85,65.47,2,Active,221.54999999999998,Retain,0.00016,Medium Value
2024-BASKD,4G,1,1,Month-to-month,At-Will (High Risk),74.6,74.60,2,Churned/Inactive,74.6,Churn,0.00016,Medium Value
8473-VUVJN,4G,1,1,Month-to-month,At-Will (High Risk),73.65,73.65,2,Churned/Inactive,73.65,Churn,0.00016,Medium Value
5028-GZLDO,4G,2,2,Month-to-month,At-Will (High Risk),70.7,70.35,2,Churned/Inactive,141.4,Churn,0.00016,Medium Value
4075-WKNIU,3G,0,1,Two year,Contractual (Stable),73.35,NULL,3,Active,0,Upgrade,0.00016,Medium Value
5201-FRKKS,4G,25,5,Month-to-month,At-Will (High Risk),74.3,78.09,2,Active,1857.5,Retain,0.00016,Medium Value
4547-LYTDD,4G,16,4,Month-to-month,At-Will (High Risk),72.65,74.64,2,Churned/Inactive,1162.4,Churn,0.00016,Medium Value
2761-OCIAX,4G,2,2,Month-to-month,At-Will (High Risk),74.7,82.70,2,Churned/Inactive,149.4,Churn,0.00016,Medium Value
4903-CNOZC,3G,29,6,One year,Contractual (Stable),70.9,67.74,3,Active,2056.1000000000004,Upgrade,0.00016,Medium Value
3717-OEAUQ,4G,2,2,Month-to-month,At-Will (High Risk),70.7,64.60,2,Active,141.4,Retain,0.00016,Medium Value
8873-GLDMH,4G,6,3,Month-to-month,At-Will (High Risk),73.85,66.88,2,Active,443.09999999999997,Retain,0.00016,Medium Value
4770-UEZOX,4G,2,1,Month-to-month,At-Will (High Risk),74.75,72.40,2,Active,149.5,Retain,0.00016,Medium Value
5240-IJOQT,4G,1,1,Month-to-month,At-Will (High Risk),74.7,74.70,2,Churned/Inactive,74.7,Churn,0.00016,Medium Value
0491-KAPQG,4G,21,5,Month-to-month,At-Will (High Risk),73.7,74.22,2,Active,1547.7,Retain,0.00016,Medium Value
8361-LTMKD,4G,4,2,Month-to-month,At-Will (High Risk),74.4,76.65,2,Churned/Inactive,297.6,Churn,0.00016,Medium Value
0508-OOLTO,4G,2,2,Month-to-month,At-Will (High Risk),71.65,67.88,2,Active,143.3,Retain,0.00016,Medium Value
9488-HGMJH,4G,1,1,Month-to-month,At-Will (High Risk),71.15,71.15,2,Churned/Inactive,71.15,Churn,0.00016,Medium Value
9306-CPCBC,4G,3,2,Month-to-month,At-Will (High Risk),74.25,70.10,2,Churned/Inactive,222.75,Churn,0.00016,Medium Value
4229-CZMLL,4G,6,3,Month-to-month,At-Will (High Risk),74.9,78.30,2,Churned/Inactive,449.40000000000003,Churn,0.00016,Medium Value
7571-YXDAD,4G,2,2,Month-to-month,At-Will (High Risk),74.9,73.58,2,Churned/Inactive,149.8,Churn,0.00016,Medium Value
1833-VGRUM,4G,1,1,Month-to-month,At-Will (High Risk),74.2,74.20,2,Churned/Inactive,74.2,Churn,0.00016,Medium Value
8685-WHQPW,4G,22,5,Month-to-month,At-Will (High Risk),74.4,76.94,2,Churned/Inactive,1636.8000000000002,Churn,0.00016,Medium Value
7993-NQLJE,4G,15,4,Month-to-month,At-Will (High Risk),75.1,76.77,2,Active,1126.5,Retain,0.00016,Medium Value
6680-WKXRZ,4G,3,2,Month-to-month,At-Will (High Risk),74.4,71.93,2,Churned/Inactive,223.20000000000002,Churn,0.00016,Medium Value
1506-YJTYT,3G,45,7,Two year,Contractual (Stable),73.85,74.91,3,Active,3323.2499999999995,Upgrade,0.00016,Medium Value
0867-LDTTC,3G,5,2,Month-to-month,At-Will (High Risk),75.15,78.53,4,Active,375.75,Upgrade,0.00016,Medium Value
8380-PEFPE,4G,1,1,Month-to-month,At-Will (High Risk),71.65,71.65,2,Churned/Inactive,71.65,Churn,0.00016,Medium Value
6996-KNSML,4G,1,1,Month-to-month,At-Will (High Risk),74.9,74.90,2,Churned/Inactive,74.9,Churn,0.00016,Medium Value
9552-TGUZV,4G,8,3,Month-to-month,At-Will (High Risk),75,82.26,2,Active,600,Retain,0.00016,Medium Value
7850-VWJUU,4G,23,5,Month-to-month,At-Will (High Risk),75,77.33,2,Active,1725,Retain,0.00016,Medium Value
8083-YTZES,4G,4,2,Month-to-month,At-Will (High Risk),74.35,66.34,2,Churned/Inactive,297.4,Churn,0.00016,Medium Value
9399-APLBT,4G,1,1,Month-to-month,At-Will (High Risk),74.7,74.70,2,Churned/Inactive,74.7,Churn,0.00016,Medium Value
1452-VOQCH,4G,1,1,Month-to-month,At-Will (High Risk),75.1,75.10,2,Active,75.1,Retain,0.00016,Medium Value
9274-CNFMO,4G,4,2,Month-to-month,At-Will (High Risk),74.95,77.17,2,Churned/Inactive,299.8,Churn,0.00016,Medium Value
8111-RKSPX,4G,4,2,Month-to-month,At-Will (High Risk),72.2,76.39,2,Churned/Inactive,288.8,Churn,0.00016,Medium Value
3707-GNWHM,4G,1,1,Month-to-month,At-Will (High Risk),74.25,74.25,2,Churned/Inactive,74.25,Churn,0.00016,Medium Value
1031-IIDEO,4G,1,1,Month-to-month,At-Will (High Risk),70.85,70.85,2,Churned/Inactive,70.85,Churn,0.00016,Medium Value
0650-BWOZN,4G,18,4,Month-to-month,At-Will (High Risk),73.55,75.53,2,Active,1323.8999999999999,Retain,0.00016,Medium Value
1475-VWVDO,4G,7,3,Month-to-month,At-Will (High Risk),74.9,70.08,2,Active,524.3000000000001,Retain,0.00016,Medium Value
1977-STDKI,4G,1,1,Month-to-month,At-Will (High Risk),73,73.00,2,Churned/Inactive,73,Churn,0.00016,Medium Value
2351-BKRZW,3G,43,7,Two year,Contractual (Stable),75.2,75.68,4,Active,3233.6,Upgrade,0.00016,Medium Value
6860-YRJZP,4G,9,3,Month-to-month,At-Will (High Risk),74.05,75.38,2,Active,666.4499999999999,Retain,0.00016,Medium Value
7409-KIUTL,4G,1,1,Month-to-month,At-Will (High Risk),71,71.00,2,Churned/Inactive,71,Churn,0.00016,Medium Value
7967-HYCDE,4G,8,3,Month-to-month,At-Will (High Risk),70.7,69.17,2,Active,565.6,Retain,0.00016,Medium Value
3199-XGZCY,4G,8,3,Month-to-month,At-Will (High Risk),75.25,72.09,2,Active,602,Retain,0.00016,Medium Value
8778-LMWTJ,4G,9,3,Month-to-month,At-Will (High Risk),74.85,78.69,2,Active,673.65,Retain,0.00016,Medium Value
4585-HETAI,4G,4,2,Month-to-month,At-Will (High Risk),73.75,81.36,2,Churned/Inactive,295,Churn,0.00016,Medium Value
6140-QNRQQ,4G,1,1,Month-to-month,At-Will (High Risk),71.55,71.55,2,Churned/Inactive,71.55,Churn,0.00016,Medium Value
6358-LYNGM,4G,1,1,Month-to-month,At-Will (High Risk),74.9,74.90,2,Churned/Inactive,74.9,Churn,0.00016,Medium Value
3858-VOBET,4G,23,5,Month-to-month,At-Will (High Risk),74.95,74.37,2,Churned/Inactive,1723.8500000000001,Churn,0.00016,Medium Value
2984-MIIZL,4G,4,2,Month-to-month,At-Will (High Risk),74.8,80.47,2,Churned/Inactive,299.2,Churn,0.00016,Medium Value
6339-YPSAH,4G,9,3,Month-to-month,At-Will (High Risk),73.8,78.26,2,Active,664.1999999999999,Retain,0.00016,Medium Value
6390-DSAZX,4G,1,1,Month-to-month,At-Will (High Risk),73.6,73.60,2,Churned/Inactive,73.6,Churn,0.00016,Medium Value
1658-TJVOA,4G,6,3,Month-to-month,At-Will (High Risk),74.1,75.15,2,Active,444.59999999999997,Retain,0.00016,Medium Value
0925-VYDLG,4G,3,2,Month-to-month,At-Will (High Risk),75.25,80.67,2,Churned/Inactive,225.75,Churn,0.00016,Medium Value
4415-IJZTP,4G,1,1,Month-to-month,At-Will (High Risk),74.5,74.50,2,Churned/Inactive,74.5,Churn,0.00016,Medium Value
0487-CRLZF,3G,49,7,Two year,Contractual (Stable),74.45,75.96,4,Active,3648.05,Upgrade,0.00016,Medium Value
7401-RUBNK,4G,18,4,Month-to-month,At-Will (High Risk),74.8,79.89,2,Active,1346.3999999999999,Retain,0.00016,Medium Value
8775-ERLNB,4G,1,1,Month-to-month,At-Will (High Risk),74.3,74.30,2,Active,74.3,Retain,0.00016,Medium Value
4013-UBXWQ,3G,7,3,Month-to-month,At-Will (High Risk),74.65,74.44,4,Churned/Inactive,522.5500000000001,Churn,0.00016,Medium Value
0122-OAHPZ,4G,7,3,Month-to-month,At-Will (High Risk),73.85,73.04,2,Churned/Inactive,516.9499999999999,Churn,0.00016,Medium Value
